ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Cluster
461169,Male,No,39.0,Yes,Entertainment,9.0,1.0,2.0,Cat_3,2
461174,Female,No,23.0,No,Marketing,2.552586938083121,1.0,4.0,Cat_3,0
461177,Male,Yes,41.0,No,Executive,8.0,2.0,4.0,Cat_1,2
461178,Male,Yes,26.0,No,Entertainment,0.0,1.0,3.0,Cat_3,0
461179,Female,Yes,25.0,No,Engineer,3.0,1.0,3.0,Cat_3,0
461181,Male,No,19.0,No,Healthcare,2.552586938083121,1.0,4.0,Cat_3,0
461183,Male,No,36.0,No,Executive,0.0,1.0,5.0,Cat_3,2
461187,Male,No,29.0,No,Healthcare,9.0,1.0,4.0,Cat_3,0
461197,Male,No,26.0,No,Marketing,1.0,1.0,1.0,Cat_3,0
461198,Female,No,78.0,Yes,Lawyer,2.552586938083121,1.0,1.0,Cat_6,1
461201,Female,No,55.0,Yes,Artist,2.552586938083121,1.0,1.0,Cat_6,2
461205,Male,No,26.0,Yes,Healthcare,2.552586938083121,1.0,3.0,Cat_2,0
461211,Female,No,46.0,Yes,Entertainment,0.0,1.0,1.0,Cat_6,2
461214,Male,No,29.0,No,Healthcare,0.0,1.0,4.0,Cat_6,0
461215,Female,No,36.0,Yes,Artist,10.0,1.0,1.0,Cat_6,2
461218,Male,Yes,27.0,No,Executive,1.0,1.0,6.0,Cat_6,0
461220,Female,No,29.0,No,Executive,8.0,1.0,3.0,Cat_6,0
461221,Female,No,25.0,No,Marketing,1.0,1.0,4.0,Cat_6,0
461225,Female,No,30.0,No,Marketing,10.0,1.0,6.0,Cat_6,0
461226,Male,Yes,45.0,Yes,Artist,1.0,1.0,2.0,Cat_6,2
461230,Female,No,21.0,No,Executive,0.0,1.0,2.8253778838504378,Cat_3,0
461232,Female,Yes,41.0,Yes,Executive,2.552586938083121,3.0,2.8253778838504378,Cat_3,2
461233,Male,Yes,38.0,Yes,Entertainment,2.552586938083121,1.0,2.8253778838504378,Cat_3,2
461236,Female,No,28.0,Yes,Healthcare,9.0,1.0,1.0,Cat_6,0
461237,Male,No,33.0,Yes,Doctor,1.0,1.0,5.0,Cat_2,0
461241,Male,Yes,31.0,Yes,Healthcare,7.0,1.0,2.0,Cat_6,0
461242,Male,Yes,45.0,Yes,Healthcare,0.0,1.0,2.0,Cat_6,2
461243,Male,Yes,47.0,Yes,Marketing,0.0,1.0,5.0,Cat_6,2
461248,Female,No,39.0,No,Healthcare,0.0,1.0,1.0,Cat_6,2
461251,Female,No,47.0,Yes,Marketing,1.0,1.0,2.8253778838504378,Cat_6,2
461252,Female,Yes,53.0,Yes,Doctor,0.0,1.0,1.0,Cat_3,2
461256,Male,No,27.0,No,Doctor,1.0,1.0,4.0,Cat_4,0
461257,Male,Yes,37.0,Yes,Engineer,1.0,2.0,2.0,Cat_4,2
461258,Female,Yes,62.0,Yes,Artist,1.0,2.0,3.0,Cat_4,1
461262,Female,No,29.0,No,Engineer,0.0,1.0,7.0,Cat_4,0
461263,Female,Yes,51.0,Yes,Artist,0.0,1.0,1.0,Cat_4,2
461265,Male,No,30.0,No,Marketing,1.0,1.0,6.0,Cat_4,0
461269,Male,No,18.0,No,Entertainment,0.0,1.0,4.0,Cat_4,0
461274,Female,Yes,87.0,Yes,Lawyer,2.552586938083121,3.0,2.0,Cat_6,1
461276,Male,Yes,68.0,Yes,Marketing,0.0,1.0,2.0,Cat_7,1
461277,Male,Yes,84.0,Yes,Lawyer,5.0,1.0,1.0,Cat_6,1
461281,Male,No,22.0,No,Healthcare,2.0,1.0,9.0,Cat_2,0
461286,Female,No,22.0,No,Doctor,2.0,1.0,4.0,Cat_6,0
461289,Male,No,21.0,No,Healthcare,1.0,1.0,3.0,Cat_6,0
461292,Female,Yes,89.0,No,Lawyer,2.552586938083121,3.0,2.0,Cat_3,1
461297,Male,Yes,73.0,No,Lawyer,0.0,3.0,2.0,Cat_6,1
461299,Female,Yes,75.0,Yes,Lawyer,0.0,3.0,2.0,Cat_6,1
461303,Female,No,20.0,No,Doctor,6.0,1.0,4.0,Cat_2,0
461308,Male,No,22.0,No,Healthcare,1.0,1.0,2.0,Cat_6,0
461309,Female,No,22.0,No,Healthcare,0.0,1.0,4.0,Cat_6,0
461313,Male,Yes,63.0,Yes,Artist,0.0,2.0,2.8253778838504378,Cat_6,1
461314,Male,Yes,46.0,Yes,Artist,1.0,2.0,3.0,Cat_6,2
461319,Male,Yes,58.0,No,Artist,0.0,2.0,2.0,Cat_6,1
461320,Female,No,41.0,Yes,Artist,1.0,1.0,3.0,Cat_6,2
461322,Male,Yes,42.0,Yes,Artist,0.0,2.0,2.0,Cat_6,2
461323,Female,Yes,43.0,Yes,Healthcare,6.0,2.0,2.0,Cat_6,2
461324,Female,No,49.0,Yes,Artist,3.0,1.0,1.0,Cat_6,2
461326,Female,No,40.0,Yes,Artist,0.0,1.0,1.0,Cat_6,2
461335,Male,Yes,53.0,No,Executive,8.0,3.0,2.0,Cat_6,2
461340,Male,Yes,36.0,Yes,Artist,4.0,2.0,2.0,Cat_7,2
461346,Male,Yes,50.0,Yes,Artist,8.0,1.0,2.0,Cat_6,2
461348,Male,Yes,42.0,Yes,Healthcare,1.0,1.0,1.0,Cat_6,2
461350,Male,No,30.0,No,Healthcare,0.0,1.0,4.0,Cat_2,0
461352,Male,No,29.0,No,Healthcare,2.0,1.0,5.0,Cat_2,0
461356,Male,No,28.0,Yes,Entertainment,1.0,1.0,2.0,Cat_6,0
461357,Male,No,27.0,Yes,Healthcare,1.0,1.0,4.0,Cat_6,0
461363,Male,No,49.0,Yes,Artist,0.0,1.0,1.0,Cat_6,2
461366,Male,No,32.0,Yes,Healthcare,1.0,1.0,1.0,Cat_6,0
461370,Male,No,25.0,Yes,Doctor,1.0,1.0,3.0,Cat_6,0
461377,Female,Yes,63.0,Yes,Artist,2.552586938083121,1.0,1.0,Cat_6,1
461378,Female,No,42.0,Yes,Artist,8.0,1.0,1.0,Cat_6,2
461379,Male,No,31.0,Yes,Healthcare,1.0,1.0,2.8253778838504378,Cat_5,0
461383,Male,Yes,71.0,Yes,Artist,0.0,3.0,2.0,Cat_6,1
461388,Male,No,20.0,No,Healthcare,2.552586938083121,1.0,5.0,Cat_2,0
461397,Male,No,22.0,No,Healthcare,1.0,1.0,4.0,Cat_6,0
461402,Female,No,29.0,Yes,Entertainment,1.0,1.0,5.0,Cat_6,0
461408,Male,Yes,47.0,Yes,Marketing,0.0,1.0,3.0,Cat_6,2
461421,Male,Yes,43.0,Yes,Artist,2.552586938083121,2.0,3.0,Cat_6,2
461423,Male,No,32.0,Yes,Artist,1.0,1.0,3.0,Cat_4,0
461426,Male,Yes,47.0,Yes,Artist,7.0,2.0,2.0,Cat_6,2
461428,Male,No,46.0,Yes,Artist,0.0,1.0,1.0,Cat_6,2
461432,Female,Yes,41.0,Yes,Artist,1.0,2.0,2.0,Cat_6,2
461437,Male,Yes,37.0,Yes,Entertainment,0.0,2.0,2.0,Cat_6,2
461439,Male,Yes,40.0,Yes,Artist,0.0,2.0,2.0,Cat_6,2
461441,Male,Yes,60.0,Yes,Artist,0.0,2.0,4.0,Cat_6,1
461442,Male,Yes,46.0,Yes,Artist,0.0,2.0,6.0,Cat_2,2
461454,Female,Yes,36.0,Yes,Artist,6.0,3.0,4.0,Cat_7,2
461456,Female,No,38.0,No,Marketing,0.0,1.0,1.0,Cat_6,2
461457,Female,Yes,32.0,No,Doctor,0.0,1.0,5.0,Cat_6,0
461458,Female,No,41.0,Yes,Artist,5.0,1.0,1.0,Cat_6,2
461462,Male,Yes,56.0,Yes,Marketing,0.0,1.0,3.0,Cat_6,2
461465,Male,Yes,31.0,Yes,Artist,8.0,2.0,2.0,Cat_6,0
461466,Male,Yes,45.0,No,Artist,0.0,1.0,2.0,Cat_7,2
461468,Male,Yes,69.0,Yes,Entertainment,2.552586938083121,2.0,3.0,Cat_6,1
461469,Male,Yes,37.0,Yes,Artist,0.0,1.0,2.0,Cat_6,2
461476,Male,Yes,47.0,Yes,Artist,1.0,2.0,4.0,Cat_2,2
461479,Female,Yes,52.0,Yes,Artist,1.0,2.0,3.0,Cat_6,2
461480,Female,Yes,57.0,Yes,Artist,1.0,3.0,3.0,Cat_6,2
461482,Female,No,50.0,Yes,Artist,9.0,1.0,1.0,Cat_6,2
461494,Male,Yes,27.0,No,Engineer,0.0,2.0,2.0,Cat_6,0
461501,Female,Yes,45.0,Yes,Engineer,1.0,3.0,3.0,Cat_6,2
461503,Female,No,30.0,Yes,Artist,8.0,1.0,2.0,Cat_6,0
461510,Male,Yes,45.0,Yes,Artist,0.0,1.0,2.0,Cat_6,2
461514,Male,No,30.0,No,Healthcare,1.0,1.0,4.0,Cat_6,0
461516,Male,Yes,31.0,Yes,Entertainment,1.0,2.0,3.0,Cat_6,0
461518,Female,Yes,45.0,Yes,Artist,1.0,2.0,4.0,Cat_3,2
461521,Male,Yes,67.0,Yes,Artist,0.0,3.0,2.0,Cat_6,1
461522,Male,Yes,76.0,No,Executive,1.0,3.0,2.0,Cat_6,1
461525,Male,Yes,69.0,Yes,Entertainment,0.0,1.0,2.0,Cat_6,1
461526,Male,Yes,83.0,No,Entertainment,0.0,1.0,2.0,Cat_6,1
461530,Male,Yes,38.0,Yes,Engineer,0.0,1.0,2.0,Cat_6,2
461534,Male,Yes,36.0,Yes,Artist,0.0,1.0,1.0,Cat_6,2
461540,Male,No,41.0,Yes,Artist,2.0,1.0,2.0,Cat_2,2
461546,Female,Yes,69.0,No,Lawyer,0.0,1.0,3.0,Cat_6,1
461548,Female,No,33.0,Yes,Engineer,0.0,1.0,3.0,Cat_6,0
461553,Male,No,38.0,Yes,Artist,1.0,1.0,3.0,Cat_7,2
461556,Female,Yes,48.0,Yes,Engineer,1.0,2.0,2.0,Cat_6,2
461558,Male,Yes,51.0,Yes,Engineer,2.0,2.0,2.0,Cat_6,2
461564,Male,Yes,56.0,Yes,Executive,1.0,3.0,2.0,Cat_6,2
461570,Male,Yes,57.0,Yes,Artist,0.0,2.0,3.0,Cat_6,2
461574,Female,Yes,49.0,Yes,Artist,1.0,2.0,3.0,Cat_6,2
461587,Male,No,30.0,Yes,Healthcare,0.0,1.0,3.0,Cat_6,0
461593,Female,Yes,40.0,Yes,Doctor,8.0,2.0,2.0,Cat_6,2
461602,Female,No,30.0,Yes,Artist,0.0,1.0,2.8253778838504378,Cat_6,0
461604,Male,Yes,38.0,No,Entertainment,0.0,2.0,2.0,Cat_6,2
461612,Female,No,31.0,Yes,Healthcare,8.0,1.0,5.0,Cat_6,0
461615,Male,No,33.0,Yes,Doctor,0.0,1.0,2.0,Cat_6,0
461617,Male,No,50.0,Yes,Artist,0.0,1.0,2.0,Cat_6,2
461619,Male,Yes,52.0,Yes,Executive,2.552586938083121,3.0,3.0,Cat_6,2
461624,Female,Yes,39.0,Yes,Artist,0.0,2.0,2.8253778838504378,Cat_2,2
461626,Male,Yes,73.0,Yes,Executive,0.0,3.0,2.0,Cat_6,1
461630,Male,Yes,46.0,Yes,Artist,0.0,2.0,3.0,Cat_6,2
461637,Male,Yes,50.0,Yes,Artist,0.0,1.0,2.0,Cat_7,2
461644,Male,No,30.0,No,Healthcare,0.0,1.0,6.0,Cat_6,0
461653,Female,Yes,60.0,Yes,Doctor,0.0,2.0,2.0,Cat_6,1
461655,Female,Yes,39.0,Yes,Homemaker,9.0,2.0,2.0,Cat_6,2
461658,Female,Yes,59.0,Yes,Artist,1.0,2.0,2.0,Cat_5,1
461659,Female,Yes,51.0,Yes,Artist,0.0,2.0,2.0,Cat_6,2
461661,Female,Yes,40.0,Yes,Artist,5.0,2.0,2.0,Cat_2,2
461663,Male,No,23.0,No,Healthcare,1.0,1.0,3.0,Cat_6,0
461668,Male,Yes,53.0,Yes,Artist,4.0,2.0,4.0,Cat_2,2
461671,Male,No,32.0,No,Healthcare,7.0,1.0,5.0,Cat_6,0
461674,Male,Yes,52.0,Yes,Executive,0.0,3.0,4.0,Cat_6,2
461676,Female,No,31.0,Yes,Engineer,0.0,1.0,1.0,Cat_6,0
461679,Male,No,30.0,Yes,Healthcare,3.0,1.0,4.0,Cat_6,0
461681,Male,No,25.0,Yes,Healthcare,8.0,1.0,3.0,Cat_7,0
461683,Male,Yes,40.0,Yes,Executive,1.0,3.0,4.0,Cat_6,2
461685,Female,No,27.0,Yes,Healthcare,4.0,1.0,4.0,Cat_6,0
461686,Male,Yes,61.0,Yes,Artist,0.0,1.0,2.0,Cat_6,1
461690,Female,No,33.0,Yes,Engineer,1.0,1.0,1.0,Cat_4,0
461694,Male,No,28.0,Yes,Doctor,1.0,1.0,4.0,Cat_4,0
461695,Female,Yes,48.0,Yes,Artist,2.0,2.0,2.0,Cat_6,2
461698,Female,Yes,73.0,Yes,Artist,0.0,3.0,2.0,Cat_6,1
461701,Male,Yes,36.0,No,Artist,0.0,2.0,2.0,Cat_5,2
461705,Female,No,32.0,No,Healthcare,0.0,1.0,4.0,Cat_6,0
461708,Male,Yes,82.0,No,Lawyer,0.0,3.0,2.0,Cat_6,1
461709,Male,No,28.0,Yes,Artist,1.0,1.0,3.0,Cat_4,0
461711,Female,No,42.0,Yes,Artist,8.0,1.0,3.0,Cat_2,2
461716,Female,Yes,60.0,Yes,Lawyer,6.0,3.0,9.0,Cat_6,1
461720,Female,No,46.0,Yes,Artist,1.0,1.0,1.0,Cat_4,2
461722,Male,No,31.0,No,Doctor,0.0,1.0,3.0,Cat_6,0
461724,Female,Yes,50.0,Yes,Artist,1.0,1.0,1.0,Cat_7,2
461725,Female,No,30.0,Yes,Engineer,3.0,1.0,1.0,Cat_4,0
461727,Female,No,49.0,Yes,Artist,1.0,1.0,3.0,Cat_6,2
461737,Female,Yes,51.0,Yes,Doctor,0.0,2.0,6.0,Cat_4,2
461738,Female,Yes,46.0,Yes,Artist,2.552586938083121,2.0,3.0,Cat_6,2
461744,Male,Yes,53.0,Yes,Artist,0.0,2.0,4.0,Cat_6,2
461747,Male,Yes,65.0,Yes,Artist,0.0,3.0,2.0,Cat_6,1
461749,Female,No,22.0,No,Healthcare,0.0,1.0,5.0,Cat_6,0
461752,Male,Yes,65.0,Yes,Doctor,1.0,2.0,3.0,Cat_6,1
461756,Female,Yes,39.0,Yes,Engineer,0.0,2.0,2.0,Cat_4,2
461760,Male,Yes,84.0,Yes,Artist,0.0,3.0,2.0,Cat_6,1
461769,Male,No,37.0,Yes,Artist,0.0,1.0,1.0,Cat_6,2
461771,Male,Yes,28.0,Yes,Doctor,8.0,2.0,2.0,Cat_6,0
461775,Female,Yes,82.0,No,Lawyer,0.0,3.0,2.0,Cat_6,1
461778,Female,Yes,87.0,Yes,Lawyer,0.0,3.0,2.0,Cat_6,1
461780,Female,No,69.0,Yes,Lawyer,1.0,1.0,5.0,Cat_6,1
461782,Female,Yes,51.0,Yes,Artist,2.552586938083121,3.0,5.0,Cat_6,2
461784,Female,Yes,74.0,Yes,Lawyer,1.0,1.0,1.0,Cat_6,1
461788,Female,Yes,79.0,Yes,Lawyer,1.0,3.0,2.0,Cat_6,1
461791,Female,No,21.0,No,Lawyer,9.0,1.0,1.0,Cat_6,0
461792,Female,No,20.0,No,Healthcare,5.0,1.0,5.0,Cat_2,0
461800,Female,No,43.0,Yes,Doctor,3.0,1.0,1.0,Cat_2,2
461801,Female,No,25.0,No,Healthcare,1.0,1.0,3.0,Cat_6,0
461802,Male,No,43.0,Yes,Artist,0.0,1.0,4.0,Cat_6,2
461804,Female,No,42.0,Yes,Artist,1.0,1.0,1.0,Cat_6,2
461807,Male,No,25.0,Yes,Doctor,10.0,1.0,4.0,Cat_6,0
461815,Male,Yes,59.0,Yes,Artist,0.0,1.0,1.0,Cat_3,1
461816,Female,No,49.0,Yes,Marketing,0.0,1.0,5.0,Cat_6,2
461821,Female,No,32.0,No,Doctor,1.0,1.0,4.0,Cat_6,0
461822,Male,Yes,36.0,Yes,Artist,8.0,3.0,2.0,Cat_6,2
461824,Male,Yes,45.0,Yes,Marketing,9.0,1.0,3.0,Cat_6,2
461832,Male,No,29.0,Yes,Healthcare,2.552586938083121,1.0,3.0,Cat_6,0
461837,Male,Yes,37.0,Yes,Artist,0.0,1.0,2.0,Cat_6,2
461845,Female,Yes,48.0,Yes,Doctor,1.0,2.0,4.0,Cat_6,2
461846,Female,No,65.0,Yes,Artist,0.0,1.0,2.0,Cat_2,1
461848,Male,No,39.0,No,Marketing,1.0,1.0,2.0,Cat_6,2
461858,Male,No,25.0,No,Entertainment,1.0,1.0,7.0,Cat_4,0
461859,Female,Yes,49.0,No,Artist,5.0,1.0,5.0,Cat_6,2
461860,Female,Yes,77.0,Yes,Lawyer,1.0,3.0,2.0,Cat_6,1
461862,Female,No,38.0,Yes,Artist,9.0,1.0,1.0,Cat_6,2
461864,Male,No,19.0,Yes,Marketing,0.0,1.0,6.0,Cat_4,0
461872,Female,Yes,76.0,Yes,Lawyer,1.0,3.0,2.0,Cat_6,1
461873,Male,No,28.0,Yes,Doctor,0.0,1.0,4.0,Cat_6,0
461874,Male,Yes,51.0,Yes,Doctor,1.0,2.0,3.0,Cat_3,2
461882,Female,No,28.0,Yes,Doctor,0.0,1.0,5.0,Cat_7,0
461892,Female,No,42.0,Yes,Healthcare,0.0,1.0,1.0,Cat_2,2
461896,Male,Yes,45.0,Yes,Artist,1.0,1.0,1.0,Cat_6,2
461898,Male,Yes,63.0,Yes,Executive,6.0,3.0,3.0,Cat_6,1
461899,Female,No,18.0,No,Doctor,0.0,1.0,6.0,Cat_6,0
461901,Male,No,26.0,Yes,Artist,7.0,1.0,4.0,Cat_6,0
461910,Male,Yes,31.0,Yes,Artist,2.552586938083121,2.0,2.0,Cat_2,0
461913,Male,No,43.0,Yes,Entertainment,5.0,1.0,4.0,Cat_2,2
461914,Female,Yes,60.0,Yes,Artist,7.0,1.0,2.8253778838504378,Cat_6,1
461921,Female,No,36.0,Yes,Artist,0.0,1.0,1.0,Cat_6,2
461927,Male,No,32.0,No,Healthcare,1.0,1.0,4.0,Cat_2,0
461928,Male,Yes,68.0,Yes,Lawyer,2.552586938083121,1.0,1.0,,1
461929,Male,Yes,60.0,Yes,Entertainment,1.0,1.0,1.0,Cat_6,1
461930,Female,No,42.0,Yes,Artist,0.0,1.0,1.0,Cat_4,2
461931,Female,No,18.0,No,Healthcare,6.0,1.0,5.0,,0
461936,Male,Yes,69.0,No,Lawyer,0.0,3.0,2.0,Cat_6,1
461937,Female,No,42.0,Yes,Doctor,0.0,1.0,2.8253778838504378,Cat_6,2
461941,Female,Yes,70.0,Yes,Artist,1.0,1.0,1.0,Cat_6,1
461943,Male,No,25.0,Yes,Healthcare,1.0,1.0,3.0,Cat_6,0
461962,Male,Yes,56.0,Yes,Entertainment,1.0,2.0,3.0,Cat_6,2
461963,Female,No,40.0,Yes,Artist,9.0,1.0,1.0,Cat_6,2
461965,Male,No,23.0,No,Healthcare,1.0,1.0,6.0,Cat_6,0
461967,Female,No,20.0,No,Marketing,3.0,1.0,4.0,Cat_7,0
461968,Female,No,39.0,Yes,Entertainment,2.0,1.0,1.0,Cat_6,2
461978,Female,No,19.0,No,Healthcare,0.0,1.0,4.0,Cat_6,0
461985,Male,No,28.0,Yes,Entertainment,2.552586938083121,1.0,2.8253778838504378,Cat_5,0
461988,Male,Yes,40.0,No,Engineer,1.0,2.0,2.0,Cat_6,2
461989,Female,,60.0,Yes,Engineer,1.0,2.0,4.0,Cat_2,1
461993,Male,No,33.0,No,Healthcare,3.0,1.0,4.0,Cat_6,0
461994,Male,Yes,20.0,No,Doctor,14.0,1.0,2.0,Cat_6,0
461996,Female,No,35.0,No,Artist,7.0,1.0,4.0,Cat_6,0
461999,Male,No,27.0,Yes,Doctor,0.0,1.0,5.0,Cat_6,0
462007,Female,Yes,42.0,Yes,Artist,1.0,2.0,2.0,Cat_6,2
462011,Male,Yes,30.0,No,Marketing,0.0,1.0,4.0,Cat_4,0
462013,Female,Yes,56.0,Yes,Executive,0.0,2.0,2.0,Cat_6,2
462015,Male,Yes,28.0,Yes,Entertainment,0.0,2.0,2.0,Cat_6,0
462016,Female,Yes,38.0,Yes,Artist,6.0,2.0,2.0,Cat_6,2
462017,Male,No,26.0,Yes,Entertainment,9.0,1.0,1.0,Cat_2,0
462027,Male,No,36.0,No,Engineer,0.0,1.0,1.0,Cat_6,2
462029,Male,No,56.0,No,Entertainment,0.0,1.0,1.0,Cat_6,2
462033,Male,No,26.0,Yes,Entertainment,0.0,1.0,1.0,Cat_6,0
462038,Male,No,28.0,Yes,Artist,4.0,1.0,4.0,Cat_6,0
462043,Male,No,32.0,No,Healthcare,0.0,1.0,5.0,Cat_6,0
462044,Female,No,52.0,Yes,Artist,4.0,1.0,1.0,Cat_6,2
462048,Female,No,23.0,No,Healthcare,0.0,1.0,4.0,Cat_6,0
462051,Male,No,23.0,No,Healthcare,2.552586938083121,1.0,5.0,Cat_4,0
462052,Male,Yes,50.0,Yes,Artist,0.0,1.0,2.0,Cat_6,2
462053,Male,Yes,26.0,Yes,Artist,2.552586938083121,1.0,2.0,Cat_6,0
462058,Male,Yes,40.0,Yes,Entertainment,8.0,1.0,2.0,Cat_6,2
462060,Female,Yes,53.0,Yes,Artist,1.0,2.0,2.0,Cat_6,2
462064,Male,Yes,63.0,Yes,Artist,0.0,2.0,3.0,Cat_7,1
462068,Male,Yes,62.0,Yes,Executive,0.0,3.0,3.0,Cat_6,1
462075,Female,No,38.0,Yes,Artist,1.0,1.0,1.0,Cat_6,2
462078,Female,Yes,57.0,No,Artist,1.0,2.0,2.0,Cat_2,2
462080,Female,No,43.0,Yes,Artist,9.0,1.0,1.0,Cat_6,2
462081,Male,No,21.0,No,Marketing,1.0,1.0,3.0,Cat_4,0
462083,Male,No,22.0,No,Healthcare,0.0,1.0,5.0,Cat_6,0
462084,Male,Yes,68.0,Yes,Artist,1.0,1.0,1.0,Cat_6,1
462085,Female,No,28.0,Yes,Healthcare,0.0,1.0,1.0,Cat_6,0
462088,Male,Yes,33.0,Yes,Artist,0.0,2.0,2.0,Cat_6,0
462090,Female,No,38.0,Yes,Artist,8.0,1.0,1.0,Cat_6,2
462091,Male,No,23.0,No,Healthcare,0.0,1.0,5.0,Cat_4,0
462094,Female,No,41.0,Yes,Healthcare,2.552586938083121,1.0,1.0,Cat_6,2
462096,Female,No,41.0,Yes,Homemaker,2.552586938083121,1.0,1.0,Cat_4,2
462102,Female,No,39.0,Yes,Doctor,4.0,1.0,1.0,Cat_6,2
462103,Female,Yes,49.0,No,Entertainment,9.0,3.0,2.0,Cat_6,2
462108,Female,Yes,33.0,Yes,Homemaker,2.552586938083121,2.0,2.0,Cat_6,0
462109,Male,Yes,79.0,No,Lawyer,0.0,1.0,1.0,Cat_6,1
462111,Male,Yes,38.0,Yes,Artist,6.0,2.0,4.0,Cat_6,2
462114,Male,No,21.0,No,Healthcare,1.0,1.0,4.0,Cat_6,0
462116,Female,Yes,68.0,Yes,Doctor,0.0,2.0,2.0,Cat_6,1
462118,Male,No,31.0,Yes,Artist,0.0,1.0,3.0,Cat_6,0
462120,Male,Yes,46.0,No,Artist,1.0,1.0,3.0,Cat_3,2
462128,Male,Yes,35.0,Yes,Artist,9.0,2.0,2.0,Cat_6,0
462131,Female,No,42.0,Yes,Artist,8.0,1.0,3.0,Cat_2,2
462134,Male,Yes,87.0,No,Lawyer,0.0,1.0,1.0,,1
462141,Female,No,38.0,Yes,Artist,8.0,1.0,1.0,Cat_6,2
462149,Female,Yes,88.0,No,Lawyer,2.0,3.0,1.0,Cat_6,1
462151,Female,No,42.0,Yes,Artist,9.0,1.0,1.0,Cat_6,2
462163,Female,Yes,26.0,Yes,Artist,4.0,2.0,2.0,Cat_3,0
462168,Male,Yes,35.0,Yes,Executive,0.0,3.0,3.0,Cat_6,0
462171,Female,Yes,41.0,No,Engineer,3.0,3.0,2.0,Cat_6,2
462172,Male,Yes,37.0,Yes,Doctor,1.0,2.0,2.0,Cat_1,2
462174,Female,Yes,41.0,Yes,Engineer,8.0,2.0,4.0,Cat_4,2
462177,Male,No,35.0,,Artist,6.0,1.0,5.0,Cat_2,0
462179,Female,No,33.0,Yes,Marketing,0.0,1.0,9.0,Cat_7,0
462180,Female,Yes,61.0,Yes,Engineer,2.0,2.0,4.0,Cat_2,1
462186,Female,No,19.0,No,Doctor,1.0,1.0,3.0,Cat_1,0
462187,Female,No,50.0,Yes,Artist,4.0,1.0,1.0,Cat_6,2
462188,Female,Yes,48.0,No,Engineer,0.0,2.0,4.0,Cat_4,2
462196,Male,Yes,57.0,No,Marketing,1.0,2.0,3.0,Cat_4,2
462197,Female,Yes,72.0,No,Engineer,1.0,2.0,3.0,Cat_4,1
462198,Female,No,39.0,No,Engineer,4.0,1.0,2.8253778838504378,Cat_3,2
462200,Female,Yes,49.0,Yes,Doctor,0.0,1.0,3.0,Cat_4,2
462202,Female,No,41.0,Yes,Entertainment,0.0,1.0,4.0,Cat_4,2
462203,Male,Yes,65.0,No,Executive,2.0,3.0,7.0,Cat_4,1
462204,Female,No,22.0,No,Marketing,0.0,1.0,3.0,Cat_4,0
462205,Female,No,23.0,No,Healthcare,0.0,1.0,4.0,Cat_4,0
462209,Female,Yes,41.0,No,Artist,0.0,1.0,1.0,Cat_4,2
462210,Female,Yes,42.0,Yes,Engineer,0.0,1.0,3.0,Cat_4,2
462211,Male,No,18.0,No,Healthcare,0.0,1.0,3.0,Cat_4,0
462214,Male,Yes,49.0,No,Doctor,1.0,1.0,2.0,Cat_4,2
462216,Female,Yes,40.0,No,Doctor,0.0,1.0,2.0,Cat_4,2
462218,Male,Yes,50.0,No,Executive,1.0,2.0,5.0,Cat_4,2
462220,Female,No,19.0,No,Healthcare,6.0,1.0,3.0,Cat_4,0
462222,Male,No,22.0,No,Healthcare,0.0,1.0,6.0,Cat_4,0
462229,Male,No,23.0,No,Artist,1.0,1.0,8.0,Cat_4,0
462231,Male,No,27.0,Yes,Artist,4.0,1.0,6.0,Cat_4,0
462232,Male,Yes,55.0,No,Executive,0.0,3.0,8.0,Cat_4,2
462234,Male,Yes,32.0,No,Artist,1.0,2.0,6.0,Cat_4,0
462238,Male,Yes,57.0,No,Entertainment,2.552586938083121,1.0,2.0,Cat_3,2
462240,Male,Yes,80.0,No,Lawyer,0.0,3.0,2.0,Cat_6,1
462243,Male,Yes,43.0,No,Executive,0.0,1.0,4.0,Cat_6,2
462246,Female,Yes,79.0,No,Lawyer,1.0,3.0,2.0,Cat_6,1
462249,Male,No,25.0,No,Entertainment,1.0,1.0,3.0,Cat_6,0
462256,Female,Yes,58.0,Yes,Homemaker,0.0,2.0,4.0,Cat_6,1
462257,Female,Yes,78.0,Yes,Lawyer,2.552586938083121,3.0,2.0,Cat_6,1
462260,Male,Yes,76.0,Yes,Lawyer,1.0,1.0,2.0,Cat_6,1
462262,Male,No,27.0,No,Healthcare,1.0,1.0,3.0,,0
462274,Male,Yes,47.0,Yes,Artist,1.0,2.0,3.0,Cat_6,2
462275,Male,Yes,43.0,Yes,Artist,1.0,2.0,2.0,Cat_6,2
462278,Male,No,31.0,Yes,Healthcare,1.0,1.0,4.0,Cat_6,0
462279,Male,No,27.0,No,Healthcare,0.0,1.0,7.0,Cat_6,0
462280,Male,No,31.0,Yes,Healthcare,0.0,1.0,4.0,Cat_6,0
462281,Male,Yes,46.0,Yes,Artist,1.0,1.0,2.0,Cat_6,2
462284,Male,Yes,48.0,Yes,Executive,1.0,2.0,4.0,Cat_6,2
462285,Male,Yes,51.0,Yes,Doctor,2.552586938083121,1.0,2.0,,2
462286,Male,Yes,57.0,No,Doctor,0.0,2.0,2.0,Cat_6,2
462290,Female,No,30.0,Yes,Doctor,0.0,1.0,1.0,Cat_6,0
